Initializing DRR Framework ----------------------------------------------------------------------------
Using CPU
Seeds initialized
Data imported, shuffled, and split into Train/Test, ratio= 0.8
Train data shape:  torch.Size([17956792, 4])
Test data shape:  torch.Size([4489199, 4])
Initialized PMF, imported weights, created reward_function
Extracted user and item embeddings from PMF
User embeddings shape:  torch.Size([103839, 100])
Item embeddings shape:  torch.Size([9976, 100])
--------------------------------------- INITIAL SETTINGS ----------------------------------------------

--- Configuration Settings ---
output_path: ../results/290724-000000/
plot_dir: ../results/290724-000000/rewards.pdf
train_actor_loss_data_dir: ../results/290724-000000/train_actor_loss_data.npy
train_critic_loss_data_dir: ../results/290724-000000/train_critic_loss_data.npy
train_mean_reward_data_dir: ../results/290724-000000/train_mean_reward_data.npy
train_actor_loss_plot_dir: ../results/290724-000000/train_actor_loss.png
train_critic_loss_plot_dir: ../results/290724-000000/train_critic_loss.png
train_mean_reward_plot_dir: ../results/290724-000000/train_mean_reward.png
trained_models_dir: ../../../movies/
actor_model_trained: ../../../movies/actor_net.weights
critic_model_trained: ../../../movies/critic_net.weights
state_rep_model_trained: ../../../movies/state_rep_net.weights
actor_model_dir: ../results/290724-000000/actor_net.weights
critic_model_dir: ../results/290724-000000/critic_net.weights
state_rep_model_dir: ../results/290724-000000/state_rep_net.weights
csv_dir: ../results/290724-000000/log.csv
path_to_trained_pmf: ../../../movies/10ratio_0.800000_bs_100000_e_35_wd_0.100000_lr_0.000500_trained_pmf.pt
batch_size: 64
gamma: 0.9
replay_buffer_size: 200000
history_buffer_size: 5
learning_start: 5000
learning_freq: 1
lr_state_rep: 0.001
lr_actor: 0.0005
lr_critic: 0.001
eps_start: 1
eps: 0.1
eps_steps: 5000
eps_eval: 1
tau: 0.001
beta: 0.4
prob_alpha: 0.5
max_timesteps_train: 200000
max_epochs_offline: 500
max_timesteps_online: 15000
embedding_feature_size: 100
episode_length: 25
train_ratio: 0.8
weight_decay: 0.001
clip_val: 1.0
log_freq: 25
saving_freq: 1000
zero_reward: False
no_cuda: True
print_config: <classmethod(<function config.print_config at 0x7f60da3330a0>)>
-----------------------------

Initializing DRRTrainer -------------------------------------------------------------------------------
Current PyTorch Device:  cpu
Data dimensions extracted
Models initialized
Model weights initialized, copied to target
Optimizers initialized
Episode 5 | Precision@5 1.0 | Avg Precision@5 0.7600 | 
Episode 10 | Precision@5 0.4 | Avg Precision@5 0.7000 | 
Episode 15 | Precision@5 1.0 | Avg Precision@5 0.7467 | 
Episode 20 | Precision@5 0.4 | Avg Precision@5 0.7200 | 
Episode 25 | Precision@5 0.4 | Avg Precision@5 0.7120 | 
Episode 30 | Precision@5 0.8 | Avg Precision@5 0.7200 | 
Episode 35 | Precision@5 0.8 | Avg Precision@5 0.7200 | 
Episode 40 | Precision@5 1.0 | Avg Precision@5 0.7150 | 
Episode 45 | Precision@5 0.6 | Avg Precision@5 0.7156 | 
Episode 50 | Precision@5 1.0 | Avg Precision@5 0.7280 | 
Episode 55 | Precision@5 0.8 | Avg Precision@5 0.7309 | 
Episode 60 | Precision@5 1.0 | Avg Precision@5 0.7400 | 
Episode 65 | Precision@5 0.6 | Avg Precision@5 0.7446 | 
Episode 70 | Precision@5 0.8 | Avg Precision@5 0.7429 | 
Episode 75 | Precision@5 0.8 | Avg Precision@5 0.7333 | 
Episode 80 | Precision@5 0.8 | Avg Precision@5 0.7325 | 
Episode 85 | Precision@5 0.6 | Avg Precision@5 0.7294 | 
Episode 90 | Precision@5 0.4 | Avg Precision@5 0.7333 | 
Episode 95 | Precision@5 0.8 | Avg Precision@5 0.7389 | 
Episode 100 | Precision@5 1.0 | Avg Precision@5 0.7460 | 
Episode 105 | Precision@5 0.8 | Avg Precision@5 0.7505 | 
Episode 110 | Precision@5 0.8 | Avg Precision@5 0.7545 | 
Episode 115 | Precision@5 0.6 | Avg Precision@5 0.7565 | 
Episode 120 | Precision@5 0.6 | Avg Precision@5 0.7617 | 
Episode 125 | Precision@5 0.8 | Avg Precision@5 0.7600 | 
Episode 130 | Precision@5 1.0 | Avg Precision@5 0.7600 | 
Episode 135 | Precision@5 0.6 | Avg Precision@5 0.7600 | 
Episode 140 | Precision@5 0.8 | Avg Precision@5 0.7629 | 
Episode 145 | Precision@5 0.4 | Avg Precision@5 0.7559 | 
Episode 150 | Precision@5 0.2 | Avg Precision@5 0.7507 | 
Episode 155 | Precision@5 0.8 | Avg Precision@5 0.7445 | 
Episode 160 | Precision@5 0.4 | Avg Precision@5 0.7350 | 
Episode 165 | Precision@5 0.8 | Avg Precision@5 0.7370 | 
Episode 170 | Precision@5 1.0 | Avg Precision@5 0.7400 | 
Episode 175 | Precision@5 1.0 | Avg Precision@5 0.7463 | 
Episode 180 | Precision@5 0.8 | Avg Precision@5 0.7433 | 
Episode 185 | Precision@5 1.0 | Avg Precision@5 0.7459 | 
Episode 190 | Precision@5 0.6 | Avg Precision@5 0.7474 | 
Episode 195 | Precision@5 0.6 | Avg Precision@5 0.7497 | 
Episode 200 | Precision@5 0.6 | Avg Precision@5 0.7510 | 
Episode 205 | Precision@5 1.0 | Avg Precision@5 0.7522 | 
Episode 210 | Precision@5 0.8 | Avg Precision@5 0.7495 | 
Episode 215 | Precision@5 0.4 | Avg Precision@5 0.7479 | 
Episode 220 | Precision@5 1.0 | Avg Precision@5 0.7518 | 
Episode 225 | Precision@5 0.6 | Avg Precision@5 0.7502 | 
Episode 230 | Precision@5 0.8 | Avg Precision@5 0.7487 | 
Episode 235 | Precision@5 1.0 | Avg Precision@5 0.7515 | 
Episode 240 | Precision@5 0.8 | Avg Precision@5 0.7533 | 
Episode 245 | Precision@5 0.8 | Avg Precision@5 0.7535 | 
Episode 250 | Precision@5 0.6 | Avg Precision@5 0.7544 | 
Episode 255 | Precision@5 1.0 | Avg Precision@5 0.7569 | 
Episode 260 | Precision@5 0.6 | Avg Precision@5 0.7546 | 
Episode 265 | Precision@5 0.8 | Avg Precision@5 0.7570 | 
Episode 270 | Precision@5 0.6 | Avg Precision@5 0.7585 | 
Episode 275 | Precision@5 0.8 | Avg Precision@5 0.7593 | 
Episode 280 | Precision@5 1.0 | Avg Precision@5 0.7614 | 
Episode 285 | Precision@5 0.8 | Avg Precision@5 0.7614 | 
Episode 290 | Precision@5 0.4 | Avg Precision@5 0.7593 | 
Episode 295 | Precision@5 0.6 | Avg Precision@5 0.7539 | 
Episode 300 | Precision@5 0.6 | Avg Precision@5 0.7527 | 
Episode 305 | Precision@5 0.4 | Avg Precision@5 0.7528 | 
Episode 310 | Precision@5 1.0 | Avg Precision@5 0.7548 | 
Episode 315 | Precision@5 0.6 | Avg Precision@5 0.7517 | 
Episode 320 | Precision@5 0.6 | Avg Precision@5 0.7506 | 
Episode 325 | Precision@5 0.8 | Avg Precision@5 0.7502 | 
Episode 330 | Precision@5 0.6 | Avg Precision@5 0.7485 | 
Episode 335 | Precision@5 0.4 | Avg Precision@5 0.7457 | 
Episode 340 | Precision@5 0.6 | Avg Precision@5 0.7435 | 
Episode 345 | Precision@5 1.0 | Avg Precision@5 0.7443 | 
Episode 350 | Precision@5 0.8 | Avg Precision@5 0.7440 | 
Episode 355 | Precision@5 0.8 | Avg Precision@5 0.7431 | 
Episode 360 | Precision@5 0.8 | Avg Precision@5 0.7444 | 
Episode 365 | Precision@5 0.6 | Avg Precision@5 0.7452 | 
Episode 370 | Precision@5 1.0 | Avg Precision@5 0.7476 | 
Episode 375 | Precision@5 0.2 | Avg Precision@5 0.7445 | 
Episode 380 | Precision@5 0.4 | Avg Precision@5 0.7437 | 
Episode 385 | Precision@5 0.8 | Avg Precision@5 0.7418 | 
Episode 390 | Precision@5 0.8 | Avg Precision@5 0.7426 | 
Episode 395 | Precision@5 1.0 | Avg Precision@5 0.7448 | 
Episode 400 | Precision@5 0.6 | Avg Precision@5 0.7445 | 
Episode 405 | Precision@5 0.6 | Avg Precision@5 0.7442 | 
Episode 410 | Precision@5 1.0 | Avg Precision@5 0.7463 | 
Episode 415 | Precision@5 0.4 | Avg Precision@5 0.7460 | 
Episode 420 | Precision@5 0.6 | Avg Precision@5 0.7462 | 
Episode 425 | Precision@5 0.8 | Avg Precision@5 0.7482 | 
Episode 430 | Precision@5 0.8 | Avg Precision@5 0.7484 | 
Episode 435 | Precision@5 0.6 | Avg Precision@5 0.7471 | 
Episode 440 | Precision@5 0.4 | Avg Precision@5 0.7477 | 
Episode 445 | Precision@5 0.6 | Avg Precision@5 0.7447 | 
Episode 450 | Precision@5 0.8 | Avg Precision@5 0.7449 | 
Episode 455 | Precision@5 0.6 | Avg Precision@5 0.7442 | 
Episode 460 | Precision@5 0.6 | Avg Precision@5 0.7430 | 
Episode 465 | Precision@5 0.2 | Avg Precision@5 0.7415 | 
Episode 470 | Precision@5 1.0 | Avg Precision@5 0.7438 | 
Episode 475 | Precision@5 0.6 | Avg Precision@5 0.7436 | 
Episode 480 | Precision@5 0.8 | Avg Precision@5 0.7446 | 
Episode 485 | Precision@5 1.0 | Avg Precision@5 0.7447 | 
Episode 490 | Precision@5 0.8 | Avg Precision@5 0.7453 | 
Episode 495 | Precision@5 0.8 | Avg Precision@5 0.7430 | 
Episode 500 | Precision@5 1.0 | Avg Precision@5 0.7444 | 
Offline Evaluation Finished
Average Precision@5: 0.7437 | 
Episode 5 | Precision@5 0.6 | Avg Precision@5 0.4800 | 
Episode 10 | Precision@5 0.6 | Avg Precision@5 0.5000 | 
Episode 15 | Precision@5 0.8 | Avg Precision@5 0.5867 | 
Episode 20 | Precision@5 1.0 | Avg Precision@5 0.6400 | 
Episode 25 | Precision@5 0.6 | Avg Precision@5 0.6640 | 
Episode 30 | Precision@5 0.8 | Avg Precision@5 0.6933 | 
Episode 35 | Precision@5 0.8 | Avg Precision@5 0.7257 | 
Episode 40 | Precision@5 1.0 | Avg Precision@5 0.7050 | 
Episode 45 | Precision@5 1.0 | Avg Precision@5 0.7200 | 
Episode 50 | Precision@5 1.0 | Avg Precision@5 0.7360 | 
Episode 55 | Precision@5 0.6 | Avg Precision@5 0.7345 | 
Episode 60 | Precision@5 0.2 | Avg Precision@5 0.7267 | 
Episode 65 | Precision@5 1.0 | Avg Precision@5 0.7169 | 
Episode 70 | Precision@5 0.2 | Avg Precision@5 0.7086 | 
Episode 75 | Precision@5 1.0 | Avg Precision@5 0.7173 | 
Episode 80 | Precision@5 0.6 | Avg Precision@5 0.7150 | 
Episode 85 | Precision@5 0.8 | Avg Precision@5 0.7200 | 
Episode 90 | Precision@5 0.6 | Avg Precision@5 0.7267 | 
Episode 95 | Precision@5 0.8 | Avg Precision@5 0.7242 | 
Episode 100 | Precision@5 0.8 | Avg Precision@5 0.7160 | 
Episode 105 | Precision@5 0.8 | Avg Precision@5 0.7257 | 
Episode 110 | Precision@5 0.2 | Avg Precision@5 0.7236 | 
Episode 115 | Precision@5 0.2 | Avg Precision@5 0.7148 | 
Episode 120 | Precision@5 0.8 | Avg Precision@5 0.7217 | 
Episode 125 | Precision@5 1.0 | Avg Precision@5 0.7296 | 
Episode 130 | Precision@5 0.4 | Avg Precision@5 0.7308 | 
Episode 135 | Precision@5 0.8 | Avg Precision@5 0.7304 | 
Episode 140 | Precision@5 1.0 | Avg Precision@5 0.7286 | 
Episode 145 | Precision@5 0.6 | Avg Precision@5 0.7297 | 
Episode 150 | Precision@5 0.6 | Avg Precision@5 0.7280 | 
Episode 155 | Precision@5 0.6 | Avg Precision@5 0.7290 | 
Episode 160 | Precision@5 1.0 | Avg Precision@5 0.7312 | 
Episode 165 | Precision@5 0.6 | Avg Precision@5 0.7333 | 
Episode 170 | Precision@5 1.0 | Avg Precision@5 0.7329 | 
Episode 175 | Precision@5 0.4 | Avg Precision@5 0.7246 | 
Episode 180 | Precision@5 0.8 | Avg Precision@5 0.7278 | 
Episode 185 | Precision@5 0.4 | Avg Precision@5 0.7265 | 
Episode 190 | Precision@5 1.0 | Avg Precision@5 0.7274 | 
Episode 195 | Precision@5 0.6 | Avg Precision@5 0.7231 | 
Episode 200 | Precision@5 1.0 | Avg Precision@5 0.7260 | 
Episode 205 | Precision@5 1.0 | Avg Precision@5 0.7249 | 
Episode 210 | Precision@5 1.0 | Avg Precision@5 0.7276 | 
Episode 215 | Precision@5 0.4 | Avg Precision@5 0.7247 | 
Episode 220 | Precision@5 0.8 | Avg Precision@5 0.7264 | 
Episode 225 | Precision@5 1.0 | Avg Precision@5 0.7289 | 
Episode 230 | Precision@5 0.8 | Avg Precision@5 0.7261 | 
Episode 235 | Precision@5 0.8 | Avg Precision@5 0.7260 | 
Episode 240 | Precision@5 0.6 | Avg Precision@5 0.7267 | 
